Node_ID,X_Coord,Y_Coord,Z_Coord,Is_Support,Is_Load_Bearing,U1,U2,U3,R1,R2,R3,Remove,Add_Back 
P001115,16353254.4542,13445068.6712,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001116,16351257.1952,13444963.9993,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001117,16349259.9361,13444859.3273,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001118,16347262.6770,13444754.6554,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001119,16345265.4180,13444649.9835,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001120,16343268.1589,13444545.3116,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001121,16341270.8998,13444440.6397,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001122,16339273.6408,13444335.9678,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001123,16337276.3817,13444231.2959,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001124,16335279.1226,13444126.6240,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001217,16349364.6080,13442862.0683,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001218,16347367.3489,13442757.3964,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001219,16345370.0899,13442652.7245,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001220,16343372.8308,13442548.0525,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001221,16341375.5717,13442443.3806,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001222,16339378.3127,13442338.7087,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001223,16337381.0536,13442234.0368,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001224,16335383.7945,13442129.3649,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001225,16333386.5355,13442024.6930,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001319,16345474.7618,13440655.4654,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001320,16343477.5027,13440550.7935,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001321,16341480.2436,13440446.1216,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001322,16339482.9846,13440341.4496,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001323,16337485.7255,13440236.7777,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P001324,16335488.4664,13440132.1058,58197.7485474,1,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011115,16353254.4542,13445068.6712,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011116,16351257.1952,13444963.9993,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011117,16349259.9361,13444859.3273,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011118,16347262.6770,13444754.6554,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011119,16345265.4180,13444649.9835,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011120,16343268.1589,13444545.3116,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011121,16341270.8998,13444440.6397,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011122,16339273.6408,13444335.9678,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011123,16337276.3817,13444231.2959,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011124,16335279.1226,13444126.6240,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011217,16349364.6080,13442862.0683,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011218,16347367.3489,13442757.3964,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011219,16345370.0899,13442652.7245,60197.7485474,0,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011220,16343372.8308,13442548.0525,60197.7485474,0,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011221,16341375.5717,13442443.3806,60197.7485474,0,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011222,16339378.3127,13442338.7087,60197.7485474,0,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011223,16337381.0536,13442234.0368,60197.7485474,0,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011224,16335383.7945,13442129.3649,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011225,16333386.5355,13442024.6930,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011319,16345474.7618,13440655.4654,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011320,16343477.5027,13440550.7935,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011321,16341480.2436,13440446.1216,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011322,16339482.9846,13440341.4496,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011323,16337485.7255,13440236.7777,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P011324,16335488.4664,13440132.1058,60197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021115,16353254.4542,13445068.6712,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021116,16351257.1952,13444963.9993,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021117,16349259.9361,13444859.3273,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021118,16347262.6770,13444754.6554,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021119,16345265.4180,13444649.9835,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021120,16343268.1589,13444545.3116,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021121,16341270.8998,13444440.6397,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021122,16339273.6408,13444335.9678,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021123,16337276.3817,13444231.2959,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021218,16347367.3489,13442757.3964,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021219,16345370.0899,13442652.7245,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021220,16343372.8308,13442548.0525,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021221,16341375.5717,13442443.3806,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021222,16339378.3127,13442338.7087,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021223,16337381.0536,13442234.0368,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021321,16341480.2436,13440446.1216,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021322,16339482.9846,13440341.4496,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P021323,16337485.7255,13440236.7777,62197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P031119,16345265.4180,13444649.9835,64197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P031120,16343268.1589,13444545.3116,64197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
P031121,16341270.8998,13444440.6397,64197.7485474,0,True,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111502,16352255.8247,13445016.3352,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111606,16350258.5656,13444911.6633,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111608,16352255.8247,13445016.3352,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111610,16350310.9016,13443913.0338,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111715,16349312.2721,13443860.6978,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111717,16348261.3066,13444806.9914,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111719,16350258.5656,13444911.6633,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111721,16348313.6425,13443808.3619,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111826,16347315.0130,13443756.0259,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111828,16346264.0475,13444702.3195,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111830,16348261.3066,13444806.9914,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111832,16346316.3835,13443703.6899,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111834,16348313.6425,13443808.3619,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111939,16345317.7539,13443651.3540,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111941,16344266.7884,13444597.6476,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111943,16346264.0475,13444702.3195,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111945,16344319.1244,13443599.0180,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00111947,16346316.3835,13443703.6899,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112052,16343320.4948,13443546.6821,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112054,16342269.5294,13444492.9757,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112056,16344266.7884,13444597.6476,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112058,16342321.8653,13443494.3461,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112060,16344319.1244,13443599.0180,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112165,16341323.2358,13443442.0102,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112167,16340272.2703,13444388.3037,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112169,16342269.5294,13444492.9757,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112171,16340324.6062,13443389.6742,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112173,16342321.8653,13443494.3461,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112278,16339325.9767,13443337.3383,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112280,16338275.0112,13444283.6318,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112282,16340272.2703,13444388.3037,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112284,16338327.3472,13443285.0023,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112286,16340324.6062,13443389.6742,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112391,16337328.7176,13443232.6663,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112393,16336277.7521,13444178.9599,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112395,16338275.0112,13444283.6318,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112397,16336330.0881,13443180.3304,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X00112399,16338327.3472,13443285.0023,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001124103,16335331.4586,13443127.9944,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001124105,16336277.7521,13444178.9599,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001124107,16334332.8290,13443075.6585,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001124109,16336330.0881,13443180.3304,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001217113,16348365.9785,13442809.7323,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001217115,16349312.2721,13443860.6978,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001217117,16348313.6425,13443808.3619,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001217119,16350310.9016,13443913.0338,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001218123,16346368.7194,13442705.0604,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001218125,16348365.9785,13442809.7323,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001218127,16347315.0130,13443756.0259,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001218129,16346421.0554,13441706.4309,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001218131,16346316.3835,13443703.6899,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001218133,16348313.6425,13443808.3619,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001219138,16345422.4258,13441654.0949,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001219140,16344371.4603,13442600.3885,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001219142,16346368.7194,13442705.0604,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001219144,16345317.7539,13443651.3540,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001219146,16344423.7963,13441601.7590,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001219148,16344319.1244,13443599.0180,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001219150,16346316.3835,13443703.6899,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220155,16343425.1668,13441549.4230,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220157,16342374.2013,13442495.7166,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220159,16344371.4603,13442600.3885,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220161,16343320.4948,13443546.6821,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220163,16342426.5372,13441497.0871,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220165,16344423.7963,13441601.7590,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220167,16342321.8653,13443494.3461,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001220169,16344319.1244,13443599.0180,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221174,16341427.9077,13441444.7511,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221176,16340376.9422,13442391.0447,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221178,16342374.2013,13442495.7166,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221180,16341323.2358,13443442.0102,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221182,16340429.2782,13441392.4151,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221184,16342426.5372,13441497.0871,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221186,16340324.6062,13443389.6742,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001221188,16342321.8653,13443494.3461,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222193,16339430.6486,13441340.0792,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222195,16338379.6831,13442286.3728,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222197,16340376.9422,13442391.0447,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222199,16339325.9767,13443337.3383,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222201,16338432.0191,13441287.7432,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222203,16340429.2782,13441392.4151,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222205,16338327.3472,13443285.0023,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001222207,16340324.6062,13443389.6742,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223212,16337433.3896,13441235.4073,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223214,16336382.4241,13442181.7008,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223216,16338379.6831,13442286.3728,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223218,16337328.7176,13443232.6663,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223220,16336434.7600,13441183.0713,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223222,16338432.0191,13441287.7432,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223224,16336330.0881,13443180.3304,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001223226,16338327.3472,13443285.0023,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001224231,16335436.1305,13441130.7354,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001224233,16334385.1650,13442077.0289,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001224235,16336382.4241,13442181.7008,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001224237,16335331.4586,13443127.9944,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001224239,16336434.7600,13441183.0713,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001224241,16336330.0881,13443180.3304,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001225244,16334385.1650,13442077.0289,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001225246,16334437.5009,13441078.3994,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001225248,16334332.8290,13443075.6585,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001319252,16344476.1323,13440603.1294,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001319254,16345422.4258,13441654.0949,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001319256,16344423.7963,13441601.7590,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001319258,16346421.0554,13441706.4309,58197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001320262,16342478.8732,13440498.4575,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
X001320264,16344476.1323,13440603.1294,59197.7485474,1,False,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE 
