1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,5,6,7,8,9
12.66544873,40.82790212,43.26097415,45.40025304,64.66012693,70.07339443,73.49245042,125.0430163,221.7056911,222.6443024,255.8740167,19.40478878,260.0099576,263.3793975,283.4228321,303.8927308,357.6796927,358.6607949,372.9315679,473.8355567,504.843516,508.8140276,22.15450801,508.8147397,508.815639,508.8183829,536.7603146,567.6876667,642.4271853,661.8184431,,,,30.00291239,32.98490917,33.71287444,33.74768406,35.92557797,38.81085464
12.36225116,36.04297615,43.02416825,43.36640526,44.32175853,52.85001883,55.48814611,118.3763337,221.1712752,221.5972061,266.9559848,18.80191594,276.7150927,283.5693051,293.0027436,303.761013,340.8598594,379.935303,433.0133634,476.7769063,492.3261955,492.3264929,21.63139514,508.1648104,524.9478576,524.9631815,538.2724656,571.8064195,616.3163997,650.406433,,,,24.60618949,27.3785923,32.44336538,35.06096765,35.85546469,35.96385421
12.60632822,37.72798785,40.3434345,42.97244415,48.02762611,57.99800127,61.82503377,109.9026008,227.4666624,263.7702673,263.8449625,19.14232424,266.3203196,272.3084075,282.6230865,284.1561663,395.8689138,397.8067762,457.3910393,463.0357391,474.7793451,492.3298664,21.38178594,520.440318,524.9347745,525.0064737,550.8122999,570.5442489,591.5013254,632.9093026,,,,25.780908,32.89981105,32.92196586,34.2699763,36.03066748,37.05582834
12.62626624,35.88028462,40.18075525,40.51283394,47.33012783,53.2888444,54.10731171,116.2925243,223.4347286,258.2496566,262.9450909,18.80847635,269.5609995,278.3302239,280.617907,283.949886,386.2026021,440.1988662,458.7300236,480.3941779,483.8674371,502.8534583,21.24362654,508.8103986,508.8119641,535.8854348,544.9725528,564.2225457,591.4978493,603.3732105,,,,25.08903959,32.08250175,32.81091758,33.54978207,34.85292873,35.32836607
12.63089456,37.8731279,40.21379142,40.63366407,47.42176505,49.90729289,54.08416236,119.3864781,223.0429381,257.7119822,262.9659564,18.89734632,269.3844752,277.0898871,280.3318964,284.5650083,383.9872878,452.9006518,453.9566185,483.8374529,492.3234546,508.9810685,21.4692175,508.9847127,521.3109903,524.9563589,536.5463857,564.7641561,591.4997593,595.5033508,,,,25.67435539,32.1165484,32.33361118,32.57632144,35.7278771,35.99457712
12.98525624,37.96436943,39.12814645,39.58307025,54.17803532,61.90679747,62.11796041,120.8909335,224.6033006,260.638172,262.1032372,18.54825638,266.7917495,274.4402048,280.3008552,285.5736327,387.7965806,458.5049591,461.5988368,480.395811,498.7038664,508.9840657,21.08841983,508.9876375,520.8127113,535.8899174,538.7086616,552.4844657,589.556202,589.5578214,,,,25.10652155,32.19022233,32.37322057,34.51989224,34.95667274,35.60794704
11.53815257,35.95551165,36.97490125,39.27452974,40.43855154,46.65820067,58.54941178,109.3804406,226.385765,263.145374,263.5599223,11.81015114,268.688101,273.4843984,279.1346646,287.0682358,401.3916893,457.4750832,466.7104968,492.3198691,492.3248971,500.7430867,16.13348124,519.4337317,521.9641758,524.9367052,524.9636099,547.9032387,585.4098535,591.5050903,,,,19.06044398,21.19073199,25.63541171,33.55668495,35.38752945,35.89310814
9.974255168,34.48744467,34.86425145,38.97576709,39.49846533,51.87801469,58.51596917,116.7136407,147.8920301,222.9756782,262.8842282,11.669123,273.7224837,278.3462125,288.0544134,307.197097,398.6739875,463.0246759,463.4882711,464.5603095,480.3879013,498.9746054,12.44638464,520.7103109,535.8686493,539.0804306,550.8123255,552.2834754,585.4108182,595.8458421,,,,18.17099128,20.15852504,25.65596736,30.51417739,32.33308728,32.81900745
9.024659788,37.41094272,37.97217687,39.26980433,39.37814418,41.39914544,60.55217909,120.6799203,120.7832929,142.2704073,181.5069411,11.52616469,272.2309505,307.8512745,316.2647764,325.533401,359.8524753,429.3140813,476.3539866,508.9807067,508.983309,512.1745471,14.1586449,520.3200063,539.7510278,540.2147576,549.3953387,557.3273017,577.7190168,589.5584949,,,,16.47049702,20.12613086,24.30851349,28.15501773,35.87528518,35.96930835
8.767315625,36.65963636,37.54136174,37.86126741,40.55207134,43.45834636,46.33323224,119.2674324,131.2072126,137.9366385,190.6629219,10.87882041,193.3343125,292.45063,309.0898987,309.926023,327.8667091,411.4414067,462.0499195,488.3884977,508.9740415,508.9837868,13.84760783,519.7711266,523.6415528,546.9412845,564.2923861,576.4467382,590.4572133,616.2465871,,,,16.02761151,18.68562923,20.94156104,26.9178695,31.77291039,34.02031085
6.187966169,33.28422444,34.93215214,36.09806248,37.459179,40.33157701,48.75044111,114.8838944,122.8591026,157.5907938,191.6400015,9.384082067,228.1685701,268.3901373,304.245306,312.886844,323.6758846,394.3801597,431.368736,452.6351415,492.2150379,501.7605994,10.49971487,515.0022167,524.9531586,559.6184625,580.7704502,602.127819,625.010561,635.5997984,,,,12.71641497,14.2710088,16.56057829,20.16258032,27.22439121,31.85030951
5.123972508,48.87411428,49.98439033,51.55799533,52.37371305,56.76407609,120.2901917,125.1130034,135.9745606,159.7363667,188.542354,11.11749084,230.7485507,266.9967675,324.60747,353.0708339,442.4643527,461.6165208,497.8328264,508.957073,508.9884801,540.6319,12.81598453,553.7374189,587.3010886,616.3128623,640.8802473,,,,,,,14.68313259,20.29146123,21.75166302,22.99011746,35.6811256,37.2006444
9.598710992,50.16662097,51.84402022,61.4740932,62.18145903,80.4524738,91.20178635,97.48152239,111.1049149,187.4675757,217.2304704,11.21123881,238.0301427,248.6425975,271.1658159,273.3825898,284.1696105,360.243812,368.6068198,396.5173983,547.8346239,603.6863484,18.25438597,635.9741025,663.1301588,668.4142066,687.0368574,,,,,,,20.38851702,23.98802791,28.34539602,33.4720776,48.12318315,49.1111549
5.615301941,48.13219924,51.24411676,53.47878874,58.22777264,113.0587368,118.5933815,163.2558784,179.2332777,201.2475907,239.8525568,8.697275776,266.2772929,323.4740561,326.0819269,330.9708213,459.2540319,497.4090763,572.5782206,581.3144477,614.6491383,617.6696302,10.99580508,640.8800035,,,,,,,,,,14.44034135,16.28784767,20.33527208,23.64794317,39.23779738,46.23442719
